loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
3850, 60 months,9.94,81.69,B,B1,10+ years,MORTGAGE,58323,Source Verified,debt_consolidation,7.7,2,12,0,25688,28.2,29,Fully Paid
12075, 36 months,10.18,390.65,B,B1,3 years,MORTGAGE,62131,Not Verified,major_purchase,25.3,0,6,0,1549,60.7,24,Fully Paid
11075, 36 months,5.21,332.97,A,A5,10+ years,OWN,59854,Source Verified,credit_card,20.36,0,7,0,45261,26.7,25,Fully Paid
5900, 60 months,18.42,151.17,D,D3,4 years,OWN,249175,Not Verified,house,15.22,0,12,0,7209,11.2,29,Charged Off
12675, 36 months,6.94,391.02,A,A4,5 years,RENT,20422,Not Verified,debt_consolidation,15.98,0,15,0,8238,39.2,34,Charged Off
36125, 36 months,14.25,1239.06,C,C5,6 years,OWN,37245,Source Verified,debt_consolidation,20.51,0,12,0,11427,3.1,22,Fully Paid
13525, 60 months,5.92,260.97,A,A2,4 years,RENT,58206,Source Verified,debt_consolidation,27.06,0,13,0,2959,27.3,27,Fully Paid
2450, 60 months,7.97,49.64,A,A5,10+ years,MORTGAGE,116746,Not Verified,debt_consolidation,19.58,0,11,0,5185,71.1,27,Fully Paid
26675, 60 months,19.37,697.41,E,E1,10+ years,OWN,106114,Not Verified,home_improvement,21.98,6,12,0,35324,7.2,26,Fully Paid
39825, 60 months,8.16,810.56,B,B4,< 1 year,MORTGAGE,111582,Verified,credit_card,19.28,0,12,0,12760,31.1,28,Current
14325, 36 months,19.16,526.26,D,D2,10+ years,RENT,58618,Not Verified,debt_consolidation,28.54,5,8,1,7430,65.6,24,Charged Off
11150, 60 months,9.44,233.84,C,C4,10+ years,OWN,126074,Not Verified,credit_card,33.99,2,9,1,2026,7.2,28,Fully Paid
3350, 60 months,10.98,72.8,A,A4,10+ years,RENT,41788,Not Verified,small_business,12.63,2,3,2,2177,49.6,16,Fully Paid
5375, 60 months,25.05,157.92,F,F2,5 years,RENT,103727,Source Verified,debt_consolidation,15.23,1,12,0,5076,25.3,26,Fully Paid
7975, 60 months,9.03,165.66,B,B5,2 years,MORTGAGE,67071,Not Verified,debt_consolidation,16.81,2,11,0,8838,12.0,21,Fully Paid
5900, 36 months,20.49,220.74,E,E5,8 years,RENT,67788,Not Verified,debt_consolidation,12.48,0,8,0,22630,35.4,20,Fully Paid
6925, 36 months,7.55,215.57,A,A5,6 years,MORTGAGE,27101,Verified,debt_consolidation,14.24,0,10,0,19640,37.1,25,Fully Paid
10775, 36 months,19.5,397.7,E,E3,10+ years,RENT,20698,Not Verified,credit_card,15.97,0,15,0,26203,30.6,35,Fully Paid
6125, 36 months,9.55,196.35,A,A5,10+ years,OTHER,50292,Source Verified,car,16.58,0,9,0,6297,28.3,28,Fully Paid
28650, 36 months,15.21,996.11,C,C2,1 year,OWN,56619,Verified,wedding,13.92,4,14,0,2440,5.5,28,Fully Paid
10425, 60 months,20.59,279.63,D,D3,10+ years,MORTGAGE,30555,Not Verified,wedding,13.29,0,11,2,4062,44.0,32,Fully Paid
14075, 36 months,22.17,538.77,F,F5,10+ years,MORTGAGE,104347,Not Verified,credit_card,16.82,0,17,0,8956,31.0,40,Charged Off
14125, 36 months,20.32,527.24,E,E3,10+ years,MORTGAGE,36533,Not Verified,debt_consolidation,11.91,5,16,1,12195,67.3,26,Fully Paid
12925, 36 months,14.42,444.39,D,D2,10+ years,RENT,84567,Not Verified,debt_consolidation,19.04,0,12,0,2972,33.7,30,Charged Off
10225, 36 months,18.36,371.51,E,E5,10+ years,RENT,50184,Source Verified,debt_consolidation,10.03,0,9,0,5330,39.6,26,Fully Paid
19900, 36 months,9.01,632.91,B,B1,< 1 year,OWN,95699,Not Verified,car,16.31,0,10,0,3245,36.9,24,Fully Paid
23050, 36 months,9.04,733.41,B,B2,10+ years,MORTGAGE,29185,Not Verified,debt_consolidation,31.99,0,17,0,62134,39.0,33,Current
2325, 60 months,10.05,49.46,B,B4,4 years,MORTGAGE,22857,Verified,credit_card,14.91,0,18,0,17703,48.2,31,Fully Paid
3600, 36 months,9.33,115.03,B,B4,< 1 year,MORTGAGE,82748,Not Verified,home_improvement,23.47,0,11,0,6291,25.4,28,Fully Paid
6750, 36 months,10.7,220.03,B,B2,5 years,RENT,99900,Source Verified,debt_consolidation,10.48,0,13,0,5494,23.5,24,Fully Paid
4525, 36 months,13.48,153.51,C,C4,10+ years,RENT,72320,Not Verified,debt_consolidation,13.92,3,15,0,40792,5.0,27,Fully Paid
5900, 36 months,8.97,187.54,A,A2,6 years,RENT,35239,Not Verified,debt_consolidation,21.39,1,10,0,3214,57.3,24,Fully Paid
7200, 36 months,17.74,259.36,D,D1,10+ years,OWN,89844,Verified,debt_consolidation,6.01,0,12,0,7374,67.8,19,Fully Paid
8250, 36 months,5.0,247.26,A,A2,7 years,MORTGAGE,84203,Not Verified,debt_consolidation,21.05,1,10,0,3704,10.7,21,Fully Paid
3475, 36 months,9.28,110.96,B,B5,3 years,MORTGAGE,30184,Not Verified,debt_consolidation,15.94,0,18,0,4245,25.4,37,Fully Paid
7400, 36 months,12.88,248.91,C,C5,2 years,MORTGAGE,78387,Verified,debt_consolidation,14.34,0,13,0,12403,51.3,26,Fully Paid
26775, 36 months,17.16,956.74,D,D3,6 years,RENT,65220,Verified,debt_consolidation,29.39,1,15,0,912,23.3,32,Charged Off
8300, 60 months,18.11,211.26,D,D4,< 1 year,RENT,63757,Source Verified,debt_consolidation,9.16,1,15,0,43626,11.7,33,Charged Off
14975, 60 months,13.42,343.96,C,C4,6 years,RENT,26112,Verified,other,19.22,3,9,0,15469,7.4,23,Fully Paid
9425, 36 months,7.37,292.61,A,A2,< 1 year,RENT,98098,Not Verified,credit_card,22.94,0,13,0,6886,39.0,31,Fully Paid
10725, 36 months,11.3,352.65,C,C4,10+ years,RENT,43235,Verified,credit_card,12.31,0,12,1,2714,69.2,26,Charged Off
9125, 36 months,5.81,276.82,A,A5,9 years,RENT,40588,Not Verified,debt_consolidation,7.24,0,12,0,947,44.6,27,Fully Paid
16625, 36 months,6.63,510.52,B,B1,10+ years,OWN,78675,Source Verified,credit_card,18.53,0,5,1,6806,6.1,26,Current
5550, 36 months,10.16,179.5,B,B2,3 years,MORTGAGE,52520,Source Verified,debt_consolidation,22.93,0,19,2,4601,20.0,38,Fully Paid
11150, 36 months,7.76,348.17,A,A4,2 years,RENT,25299,Verified,debt_consolidation,29.74,0,12,0,6201,57.3,26,Fully Paid
6600, 36 months,7.52,205.36,B,B5,10+ years,MORTGAGE,149893,Source Verified,vacation,8.57,0,10,2,8208,18.8,19,Fully Paid
15800, 60 months,24.24,456.74,F,F3,10+ years,RENT,68658,Source Verified,debt_consolidation,14.76,2,12,1,18461,36.1,23,Charged Off
4550, 60 months,23.85,130.5,F,F4,1 year,MORTGAGE,59142,Source Verified,small_business,39.74,0,10,0,16386,40.0,23,Fully Paid
15600, 36 months,12.03,518.37,B,B1,3 years,RENT,58760,Not Verified,medical,18.22,0,13,0,11225,12.6,25,Fully Paid
11450, 36 months,5.16,343.99,A,A1,10+ years,OWN,60428,Not Verified,home_improvement,18.54,4,11,1,31014,29.7,28,Fully Paid
4075, 36 months,7.88,127.47,A,A4,4 years,RENT,63446,Not Verified,debt_consolidation,20.77,1,9,0,6920,53.4,25,Fully Paid
33600, 36 months,11.21,1103.37,B,B4,< 1 year,MORTGAGE,118709,Source Verified,home_improvement,16.65,4,10,1,9375,38.3,31,Fully Paid
14600, 36 months,23.71,570.58,F,F5,< 1 year,MORTGAGE,154578,Source Verified,debt_consolidation,14.68,0,10,0,35297,39.1,25,Charged Off
4625, 60 months,6.94,91.45,A,A4,10+ years,MORTGAGE,50318,Verified,house,15.18,0,12,0,49497,24.5,27,Fully Paid
11025, 60 months,18.12,280.68,D,D3,10+ years,OWN,89844,Verified,small_business,29.33,1,13,0,9521,31.2,25,Current
3125, 36 months,5.0,93.66,A,A5,5 years,RENT,87223,Source Verified,small_business,22.26,0,11,0,6580,42.4,29,Fully Paid
2975, 60 months,26.36,89.71,G,G2,2 years,RENT,90550,Verified,credit_card,19.07,0,8,0,30609,49.0,25,Charged Off
22850, 36 months,9.78,734.95,B,B3,7 years,RENT,128397,Not Verified,debt_consolidation,7.7,0,12,0,8044,59.4,23,Fully Paid
4250, 36 months,19.6,157.08,D,D5,4 years,MORTGAGE,99820,Not Verified,small_business,13.33,0,12,0,5895,10.8,22,Fully Paid
17150, 36 months,8.9,544.57,B,B5,5 years,RENT,76905,Not Verified,debt_consolidation,38.34,0,8,0,7110,28.7,23,Fully Paid
22400, 36 months,12.6,750.44,C,C1,3 years,RENT,40915,Not Verified,debt_consolidation,11.98,0,10,3,22940,13.1,18,Fully Paid
4950, 60 months,11.82,109.66,B,B5,< 1 year,MORTGAGE,71824,Not Verified,small_business,16.96,1,14,1,8226,62.3,29,Fully Paid
40000, 60 months,7.49,801.33,A,A3,10+ years,MORTGAGE,31965,Source Verified,debt_consolidation,15.81,0,11,0,6803,29.6,22,Current
10550, 36 months,27.27,432.24,F,F4,10+ years,RENT,78960,Source Verified,small_business,9.22,0,8,2,3593,18.5,24,Fully Paid
10225, 60 months,21.64,280.31,E,E3,10+ years,MORTGAGE,72516,Source Verified,debt_consolidation,11.27,1,6,0,4973,17.5,21,Current
4900, 60 months,19.78,129.22,E,E2,7 years,RENT,25364,Not Verified,major_purchase,8.7,0,14,0,14776,56.6,24,Charged Off
4975, 36 months,12.57,166.6,C,C5,10+ years,RENT,45182,Source Verified,credit_card,8.35,0,9,0,16657,21.6,26,Fully Paid
2125, 36 months,15.26,73.93,D,D5,10+ years,MORTGAGE,38373,Verified,home_improvement,19.93,0,8,0,1975,56.3,17,Fully Paid
5725, 60 months,5.0,108.04,A,A5,3 years,MORTGAGE,91281,Verified,small_business,12.1,0,11,0,10138,62.7,23,Fully Paid
22375, 60 months,10.01,475.51,B,B5,5 years,MORTGAGE,50189,Source Verified,wedding,34.75,0,13,1,23407,13.4,35,Fully Paid
4850, 36 months,10.44,157.5,B,B1,10+ years,MORTGAGE,25492,Not Verified,debt_consolidation,22.77,0,9,0,1016,53.9,19,Fully Paid
5150, 36 months,14.12,176.32,C,C1,10+ years,RENT,78238,Not Verified,other,16.16,0,16,0,12915,37.1,28,Charged Off
4000, 36 months,9.31,127.78,B,B4,10+ years,MORTGAGE,67778,Not Verified,vacation,22.54,2,13,0,18240,41.0,29,Fully Paid
3800, 60 months,9.4,79.62,A,A5,10+ years,OTHER,64518,Not Verified,debt_consolidation,6.8,2,10,0,23763,31.7,20,Fully Paid
18400, 60 months,10.96,399.69,C,C2,7 years,RENT,30901,Source Verified,debt_consolidation,15.75,5,13,0,18166,61.9,29,Fully Paid
4225, 36 months,14.29,145.0,D,D4,5 years,MORTGAGE,85190,Verified,home_improvement,25.18,0,20,0,5219,70.9,40,Fully Paid
9025, 36 months,8.27,283.94,B,B5,5 years,MORTGAGE,55946,Not Verified,debt_consolidation,9.69,0,10,1,2394,42.6,30,Charged Off
7700, 60 months,6.51,150.7,A,A1,10+ years,RENT,53968,Verified,debt_consolidation,21.73,1,13,0,10597,10.5,29,Fully Paid
19325, 36 months,7.85,604.24,B,B2,10+ years,MORTGAGE,28148,Source Verified,debt_consolidation,18.22,0,10,0,13164,35.3,21,Fully Paid
5500, 60 months,11.52,121.01,B,B4,< 1 year,MORTGAGE,28764,Not Verified,debt_consolidation,8.77,0,11,0,4312,61.5,20,Fully Paid
7300, 36 months,8.39,230.07,B,B2,9 years,RENT,500000,Source Verified,other,30.94,0,12,0,9830,49.5,19,Fully Paid
4600, 36 months,11.62,151.95,C,C5,8 years,RENT,29974,Verified,medical,26.03,0,8,0,5168,54.6,23,Fully Paid
6300, 36 months,14.58,217.1,C,C3,5 years,OWN,16910,Not Verified,small_business,21.11,0,17,0,12021,41.8,31,Charged Off
5250, 36 months,16.81,186.68,D,D2,10+ years,RENT,47512,Verified,debt_consolidation,9.55,0,12,0,6661,10.2,22,Current
8925, 60 months,10.68,192.63,B,B2,9 years,MORTGAGE,53407,Source Verified,credit_card,11.67,6,10,0,1840,10.5,21,Fully Paid
30350, 60 months,16.43,745.01,D,D1,4 years,MORTGAGE,34539,Not Verified,home_improvement,15.68,0,10,0,10804,40.0,25,Fully Paid
8575, 60 months,9.91,181.81,B,B5,6 years,RENT,36568,Not Verified,credit_card,29.22,0,9,0,19094,74.3,23,Current
22500, 36 months,10.85,735.02,C,C2,4 years,OWN,55754,Verified,house,15.0,1,4,0,23353,61.7,14,Fully Paid
19175, 36 months,16.28,676.79,D,D5,6 years,MORTGAGE,74508,Not Verified,car,17.7,0,10,0,5989,45.5,21,Charged Off
9600, 36 months,7.93,300.52,B,B1,< 1 year,MORTGAGE,25848,Verified,debt_consolidation,12.28,0,7,0,12962,57.1,20,Fully Paid
19400, 60 months,9.43,406.77,A,A5,1 year,MORTGAGE,47221,Verified,small_business,33.16,1,19,0,2299,34.4,35,Fully Paid
11625, 36 months,21.94,443.6,E,E1,10+ years,OWN,59811,Source Verified,debt_consolidation,10.92,3,6,0,70271,49.4,22,Fully Paid
3625, 60 months,8.52,74.41,B,B1,10+ years,OWN,51876,Source Verified,other,17.6,0,8,1,1632,67.8,21,Fully Paid
9625, 60 months,16.19,235.03,D,D4,10+ years,RENT,39656,Verified,debt_consolidation,27.73,0,7,0,945,66.3,20,Fully Paid
11425, 36 months,6.26,348.92,A,A5,10+ years,MORTGAGE,32369,Verified,major_purchase,13.15,0,10,0,25258,13.4,18,Fully Paid
33975, 60 months,19.73,895.03,D,D3,10+ years,RENT,169036,Source Verified,debt_consolidation,14.78,1,10,0,26557,48.0,31,Fully Paid
5150, 60 months,10.09,109.65,B,B4,10+ years,RENT,14732,Not Verified,debt_consolidation,11.49,0,12,1,9172,45.3,27,Fully Paid
13625, 60 months,5.86,262.52,A,A1,5 years,RENT,110768,Verified,debt_consolidation,9.4,1,14,2,58281,16.2,31,Fully Paid
4175, 36 months,13.22,141.12,C,C3,2 years,MORTGAGE,30166,Verified,vacation,9.96,0,11,0,18477,16.2,24,Fully Paid
29125, 60 months,7.19,579.32,B,B2,4 years,OWN,69162,Not Verified,debt_consolidation,31.01,0,10,0,4391,58.2,19,Fully Paid
23300, 36 months,9.39,745.17,B,B2,9 years,MORTGAGE,62750,Source Verified,debt_consolidation,8.69,0,9,0,16205,18.3,31,Current
4275, 36 months,5.0,128.13,A,A4,10+ years,MORTGAGE,32090,Source Verified,credit_card,12.23,0,13,0,2641,35.0,27,Fully Paid
33475, 36 months,5.0,1003.28,A,A3,10+ years,MORTGAGE,53351,Source Verified,home_improvement,9.58,0,4,0,4335,69.6,21,Fully Paid
21025, 36 months,12.48,703.16,B,B5,8 years,OWN,47179,Source Verified,other,11.98,0,9,0,36905,61.6,26,Current
23975, 60 months,6.46,468.65,A,A3,9 years,MORTGAGE,60877,Not Verified,debt_consolidation,14.66,0,13,0,7592,39.2,27,Fully Paid
29700, 36 months,18.84,1086.28,E,E4,8 years,OWN,129206,Verified,debt_consolidation,17.52,1,9,0,6856,19.4,25,Fully Paid
21750, 36 months,5.0,651.87,A,A5,10+ years,RENT,140609,Source Verified,debt_consolidation,29.07,0,14,0,14378,65.6,31,Current
7800, 36 months,12.67,261.57,C,C5,10+ years,RENT,37782,Verified,debt_consolidation,23.87,0,6,0,22580,9.6,18,Fully Paid
28325, 60 months,6.28,551.3,A,A2,10+ years,RENT,73677,Verified,major_purchase,21.85,1,11,0,51350,35.3,28,Fully Paid
5275, 60 months,10.65,113.77,B,B3,7 years,RENT,110325,Verified,vacation,22.22,0,4,0,7116,20.1,14,Fully Paid
5750, 36 months,18.57,209.52,E,E5,4 years,MORTGAGE,46173,Source Verified,credit_card,8.25,5,8,0,2412,13.1,33,Fully Paid
7175, 60 months,5.7,137.71,A,A4,< 1 year,OWN,85798,Not Verified,debt_consolidation,16.85,0,13,0,20405,19.6,28,Fully Paid
12500, 36 months,22.61,481.33,F,F2,< 1 year,MORTGAGE,249723,Not Verified,debt_consolidation,27.78,0,14,0,1966,55.0,32,Charged Off
5200, 36 months,9.17,165.77,B,B5,< 1 year,MORTGAGE,30208,Not Verified,debt_consolidation,35.27,1,12,1,7942,21.9,28,Fully Paid
4275, 36 months,13.51,145.09,D,D3,10+ years,RENT,79792,Not Verified,debt_consolidation,26.81,1,11,0,3073,54.9,24,Fully Paid
5200, 60 months,11.79,115.12,C,C2,1 year,MORTGAGE,32706,Source Verified,credit_card,13.44,0,12,1,9257,61.3,31,Fully Paid
7675, 60 months,20.94,207.38,E,E3,1 year,RENT,41148,Source Verified,other,21.93,0,11,0,3097,19.7,21,Current
10375, 36 months,11.16,340.45,C,C3,7 years,MORTGAGE,45008,Verified,debt_consolidation,11.73,0,11,0,4428,62.8,24,Fully Paid
5800, 36 months,14.5,199.64,C,C3,7 years,MORTGAGE,78097,Verified,debt_consolidation,28.72,0,17,2,3778,57.1,30,Charged Off
4225, 36 months,10.81,137.94,B,B2,10+ years,MORTGAGE,201935,Verified,home_improvement,11.38,1,11,0,538,8.9,30,Fully Paid
13000, 36 months,7.94,407.01,A,A5,< 1 year,MORTGAGE,41846,Not Verified,debt_consolidation,10.91,0,11,0,4308,41.3,25,Fully Paid
35000, 36 months,19.99,1300.55,E,E1,10+ years,OWN,109670,Not Verified,medical,26.0,0,6,0,59732,34.0,15,Charged Off
7400, 36 months,9.36,236.56,B,B5,2 years,RENT,34854,Source Verified,credit_card,16.53,0,8,0,18850,26.7,22,Fully Paid
18475, 36 months,9.98,595.96,B,B2,10+ years,MORTGAGE,45998,Source Verified,debt_consolidation,22.2,4,8,0,15038,8.8,28,Fully Paid
9900, 36 months,18.48,360.3,D,D1,8 years,OWN,131618,Not Verified,debt_consolidation,23.0,0,11,0,1794,19.5,23,Fully Paid
15450, 36 months,11.34,508.3,B,B1,10+ years,OWN,106310,Source Verified,credit_card,10.3,4,15,0,4637,35.7,27,Current
17500, 60 months,21.51,478.47,F,F1,4 years,RENT,46765,Source Verified,debt_consolidation,16.93,0,16,0,9177,28.7,26,Charged Off
9925, 36 months,15.19,344.98,D,D4,10+ years,MORTGAGE,41633,Source Verified,house,12.03,0,10,0,48117,30.5,24,Fully Paid
4950, 60 months,11.42,108.66,C,C2,10+ years,RENT,79311,Verified,debt_consolidation,7.49,0,11,0,898,12.0,25,Fully Paid
4175, 36 months,21.09,157.49,E,E4,< 1 year,RENT,40439,Not Verified,moving,15.8,0,14,0,8201,63.7,35,Fully Paid
22125, 36 months,5.48,667.88,A,A1,< 1 year,MORTGAGE,44893,Source Verified,other,12.5,0,11,0,1567,74.4,22,Fully Paid
15375, 36 months,9.19,490.28,B,B4,10+ years,MORTGAGE,47057,Not Verified,debt_consolidation,20.9,4,13,0,9653,64.4,24,Fully Paid
19625, 36 months,15.56,685.7,C,C4,6 years,MORTGAGE,53799,Source Verified,moving,25.88,0,10,0,11096,36.7,19,Fully Paid
15875, 36 months,11.18,521.08,B,B2,10+ years,RENT,42193,Not Verified,debt_consolidation,12.26,0,11,0,7521,36.8,23,Fully Paid
20950, 60 months,18.56,538.4,D,D3,10+ years,OWN,22453,Source Verified,debt_consolidation,10.5,0,10,0,45211,10.9,19,Fully Paid
11550, 36 months,18.92,422.91,E,E4,5 years,MORTGAGE,151943,Not Verified,moving,15.99,2,8,1,727,20.3,30,Fully Paid
3400, 36 months,5.34,102.42,B,B4,2 years,MORTGAGE,97983,Not Verified,small_business,18.57,0,18,0,3324,67.4,32,Fully Paid
12050, 36 months,8.91,382.68,B,B1,10+ years,MORTGAGE,56818,Verified,credit_card,20.23,0,6,2,5372,63.5,19,Fully Paid
34725, 60 months,21.84,955.91,F,F1,9 years,OTHER,38440,Verified,debt_consolidation,37.13,1,11,0,3586,21.8,24,Fully Paid
12650, 36 months,6.58,388.17,B,B1,2 years,OTHER,123228,Not Verified,credit_card,26.24,0,5,0,2141,7.9,18,Fully Paid
4175, 60 months,14.69,98.64,C,C5,10+ years,MORTGAGE,79265,Verified,credit_card,16.36,1,17,2,1431,67.7,24,Fully Paid
16550, 36 months,8.16,519.84,B,B4,1 year,MORTGAGE,40569,Not Verified,educational,42.07,0,15,0,12606,52.7,30,Fully Paid
40000, 36 months,18.79,1462.0,E,E1,10+ years,MORTGAGE,81185,Not Verified,small_business,23.23,0,7,0,13702,22.1,19,Fully Paid
6675, 36 months,12.45,223.14,C,C2,1 year,RENT,62845,Verified,car,24.36,1,11,0,1172,37.4,22,Fully Paid
12425, 60 months,18.97,322.11,D,D5,3 years,RENT,64898,Not Verified,renewable_energy,36.65,0,10,0,31269,20.2,24,Fully Paid
13800, 60 months,16.26,337.5,D,D3,1 year,MORTGAGE,100427,Source Verified,credit_card,19.73,0,11,0,6404,22.6,26,Charged Off
11400, 36 months,10.93,372.84,B,B4,1 year,MORTGAGE,80872,Verified,credit_card,17.74,0,8,0,3592,39.6,22,Fully Paid
17275, 36 months,9.03,549.58,B,B4,8 years,RENT,99942,Not Verified,debt_consolidation,18.77,0,14,0,12119,42.0,28,Fully Paid
7450, 36 months,17.63,267.95,E,E2,10+ years,MORTGAGE,179817,Not Verified,debt_consolidation,16.23,0,2,0,4005,66.3,21,Fully Paid
15325, 36 months,7.72,478.25,B,B3,10+ years,MORTGAGE,84979,Source Verified,credit_card,13.46,0,12,0,17815,33.7,26,Fully Paid
22400, 36 months,16.49,792.95,D,D3,10+ years,MORTGAGE,245448,Not Verified,credit_card,10.22,0,11,1,11176,36.1,20,Fully Paid
8375, 60 months,24.16,241.71,F,F5,5 years,OWN,122583,Verified,debt_consolidation,25.85,0,14,0,14283,30.4,27,Charged Off
17375, 60 months,13.81,402.58,C,C4,8 years,RENT,51665,Not Verified,major_purchase,26.4,0,13,1,3042,19.4,27,Fully Paid
7575, 36 months,17.31,271.24,D,D1,10+ years,MORTGAGE,24140,Verified,debt_consolidation,13.4,1,13,0,24248,18.0,21,Fully Paid
3750, 60 months,17.85,94.92,D,D2,5 years,MORTGAGE,123319,Verified,credit_card,16.8,0,11,0,35916,1.8,23,Current
3750, 60 months,18.85,96.97,E,E2,3 years,RENT,27581,Source Verified,home_improvement,12.86,0,12,0,4068,39.8,26,Fully Paid
13650, 36 months,12.24,454.94,B,B2,7 years,MORTGAGE,65719,Verified,debt_consolidation,20.58,0,7,0,3917,81.7,21,Fully Paid
2650, 36 months,9.38,84.74,A,A2,3 years,MORTGAGE,92362,Verified,small_business,20.69,0,10,0,985,42.6,31,Current
10550, 60 months,8.72,217.57,B,B1,3 years,MORTGAGE,31454,Not Verified,debt_consolidation,14.35,0,10,0,1356,45.7,24,Fully Paid
5675, 36 months,11.81,187.98,C,C1,10+ years,MORTGAGE,41032,Not Verified,other,14.87,0,8,0,13660,54.9,18,Fully Paid
2125, 36 months,6.82,65.44,B,B5,10+ years,OWN,31620,Verified,debt_consolidation,15.09,0,15,0,3687,33.6,31,Fully Paid
15950, 60 months,16.76,394.34,D,D4,7 years,OWN,206651,Source Verified,home_improvement,13.02,0,11,0,20327,46.1,22,Fully Paid
3700, 36 months,10.18,119.7,B,B1,10+ years,OWN,93028,Verified,credit_card,19.07,1,19,0,22761,24.3,33,Fully Paid
40000, 60 months,12.13,892.41,C,C5,2 years,OWN,38786,Not Verified,debt_consolidation,6.98,0,12,1,5517,58.0,25,Fully Paid
31125, 36 months,9.92,1003.15,B,B3,8 years,RENT,23763,Source Verified,home_improvement,16.93,0,13,0,24434,48.3,23,Fully Paid
9425, 36 months,14.42,324.05,D,D4,10+ years,MORTGAGE,35489,Source Verified,other,33.05,0,11,0,12239,15.1,29,Charged Off
2400, 36 months,14.45,82.55,C,C1,7 years,OWN,41071,Not Verified,credit_card,21.56,2,14,0,22788,47.8,28,Fully Paid
12150, 36 months,8.7,384.67,B,B3,1 year,MORTGAGE,42917,Verified,credit_card,11.22,1,19,0,1033,53.6,32,Charged Off
35725, 36 months,9.93,1151.57,B,B5,10+ years,MORTGAGE,96291,Verified,car,11.37,0,7,0,6876,48.8,27,Current
20800, 36 months,16.82,739.71,D,D1,10+ years,MORTGAGE,25680,Source Verified,other,13.34,0,13,0,22902,20.4,34,Fully Paid
21750, 60 months,10.06,462.77,C,C1,10+ years,RENT,114966,Not Verified,medical,12.71,0,17,1,2035,33.3,30,Fully Paid
29150, 36 months,10.75,950.89,B,B3,2 years,MORTGAGE,20253,Not Verified,credit_card,21.65,0,17,0,19013,39.5,31,Fully Paid
4100, 36 months,22.82,158.33,F,F1,< 1 year,MORTGAGE,57239,Not Verified,debt_consolidation,12.03,0,13,0,10807,56.4,25,Fully Paid
21150, 36 months,16.8,751.95,D,D2,4 years,MORTGAGE,39431,Verified,debt_consolidation,21.44,0,8,0,23994,69.3,25,Current
38500, 36 months,21.89,1468.14,F,F1,< 1 year,MORTGAGE,108745,Not Verified,debt_consolidation,15.5,0,9,0,6603,51.2,13,Charged Off
6400, 36 months,8.78,202.86,B,B4,10+ years,OWN,142097,Not Verified,debt_consolidation,18.68,0,11,0,11221,53.9,27,Fully Paid
7450, 36 months,13.54,252.96,C,C3,10+ years,RENT,97272,Source Verified,credit_card,21.41,0,13,0,1604,46.2,19,Fully Paid
29350, 60 months,18.38,751.38,E,E4,8 years,MORTGAGE,78085,Not Verified,debt_consolidation,19.95,0,7,0,17993,57.4,23,Fully Paid
26250, 36 months,11.46,865.12,C,C5,10+ years,MORTGAGE,50961,Not Verified,credit_card,32.12,0,9,0,10996,82.7,17,Fully Paid
5375, 60 months,16.69,132.69,D,D4,1 year,MORTGAGE,133888,Not Verified,debt_consolidation,28.45,0,5,2,3269,35.6,17,Fully Paid
4000, 36 months,9.25,127.66,B,B2,10+ years,MORTGAGE,32847,Not Verified,credit_card,12.04,3,10,0,3431,21.5,26,Fully Paid
